,txt_id,text,tags
87,20131202police,"Полиция задержала в ночь на 2 декабря тринадцать жителей города Уссурийск после погони со стрельбой . Об этом сообщается на официальном сайте УМВД России по Приморскому краю . Перестрелка началась после того , как инспекторы патрульно-постовой службы обнаружили у магазина на улице Пушкина группу людей , которые избивали двух человек . После того , как полицейские потребовали прекратить драку , один из нападавших достал из салона автомобиля оружие и открыл стрельбу , ранив одного из инспекторов в кисть и в ногу . О его состоянии не сообщается . После этого нападавшие попытались уехать с места происшествия на нескольких автомобилях , но были задержаны после того , как один из инспекторов прострелил колеса автомобилю Toyota Land Cruiser . Использование табельного оружия позже было признано правомерным , отмечается в сообщении . В ходе обыска в двух внедорожниках был обнаружен магазин гладкоствольного карабина и стреляные гильзы . ",O O O O O DAT DAT OFF OFF LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O CRI SUF SUF O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
88,20130805campbell,"Полиция Лос-Анджелеса 4 августа арестовала мужчину , намеренно наехавшего на своем автомобиле на пешеходов на набережной города . Об этом сообщает Associated Press . 38-летний Натан Кэмпбелл ( Nathan Campbell ) был взят под стражу в своем доме , куда он приехал через несколько часов после происшествия на набережной . Суд назначил ему залог в размере 1 миллиона долларов . Как сообщили в полиции , 4 августа Натан Кэмпбелл на своей машине наехал на толпу гулявших на набережной . В результате погибла 32-летняя итальянка . По данным Associated Press , она приехала в Калифорнию на медовый месяц . Кроме того , не менее 11 человек получили ранения . Состояние одного из них оценивают как критическое , еще двое находятся в серьезном состоянии . По словам свидетелей , водитель наехал на толпу людей намеренно . Телеканал ABC выпустил видео , на котором видно , как автомобиль врезается в толпу людей . Мотивы поступка Натан Кэмпбелла пока не известны . ",O LOC DAT DAT O O O O O O O O O O O LOC LOC O O O O O O O O OFF OFF O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT OFF OFF O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF OFF O O O O
89,20130501blast,"Взрыв , в результате которого в Махачкале погибли два или три человека , устроили бандиты , стремящиеся запугать предпринимателя . Об этом 1 мая сообщает « Южный федеральный » канал . Как стало известно следователям , бандиты давно пытаются обложить данью владельца магазина стройматериалов на улице Ирчи Козака . Три месяца назад ко входу в магазин уже подкидывали бомбу , но ее удалось вовремя обезвредить . Взрыв произошел утром 1 мая . Двое подростков 14 и 15 лет попытались развернуть пакет , лежавший у дверей магазина . В результате подростки погибли , а двое других прохожих , мужчины 1966 и 1973 годов рождения , получили ранения . По неподтвержденным данным , один из раненых позднее скончался в больнице . Следственный комитет РФ возбудил в связи с взрывом дело по статьям « убийство двух или более лиц , совершенное общеопасным способом » ,  « незаконный оборот оружия » ,  « незаконное изготовление оружия » и « умышленное повреждение чужого имущества » . ",CRI O O O O O LOC O O O SUF SUF O O OFF O O O O O O O DAT DAT O O O O O O O O O O O O OFF O O O O O O O O LOC LOC LOC O O O O O O O O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
90,20130405dtp,"На 31-м километре МКАД утром 5 апреля « Тойота-Камри » врезалась в припаркованную фуру . В результате между водителями завязалась драка со стрельбой из травматического пистолета . Об этом сообщает « Интерфакс » со ссылкой на пресс-службу московского управления МВД . Кто именно из водителей устроил стрельбу , в полиции не уточнили . Собеседник агентства лишь отметил , что во время потасовки « водитель иномарки » отнял у своего противника пистолет и вместе со своим пассажиром попытался скрыться с места происшествия . Через 500 метров водителя задержали , при этом его спутнику удалось сбежать . « При осмотре на кузове автомобиля обнаружены повреждения , характерные для ДТП . В багажном отделении найдены травматический и , предположительно , боевой пистолеты » , — сообщили агентству в пресс-службе полиции . О том , пострадал ли кто-нибудь во время драки , в МВД не уточнили . В ведомстве добавили , что сейчас на месте происшествия работают следователи . ",O LOC LOC LOC O DAT DAT O O O O O O O O O O O O O CRI O CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
91,20130909smolensk,"В Смоленске из банка похитили 980 тысяч рублей . Об этом 9 сентября сообщается на сайте областного УМВД . По словам кассира банка , название которого не раскрывается , в конце рабочего дня к ней подошел странный мужчина . Он представился директором торгового дома , в котором располагается филиал банка . Мужчина сказал , что хочет забрать « деньги за аренду терминала » . Кассир утверждает , что в этот момент почувствовала на себе действие гипноза . Не поинтересовавшись конкретной суммой « арендной платы » , она открыла кассу и отдала мужчине все деньги , которые там лежали . После этого мужчина ушел . Судя по записи камер видеонаблюдения , его визит занял три минуты . Спустя некоторое время кассир заподозрила , что стала жертвой мошенничества . Она позвонила администратору торгового дома и спросила , получали ли они « деньги за аренду терминала » . Администратор сказала , что ничего не слышала о таком платеже . После этого кассир обратилась в полицию . ",O LOC O O CRI O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
92,20140108car,"В Ставропольском крае произошел взрыв около автомобиля , в салоне которого полиция обнаружила труп мужчины . Об этом 8 января сообщает « Интерфакс » со ссылкой на источник в правоохранительных органах . Автомобиль находился возле озера Тамбукан . Взрыв произошел , когда сотрудники полиции проводили следственные действия . В результате взрыва автомобиль получил повреждения . Среди полицейских никто не пострадал . В пресс-службе МВД позднее заявили агентству , что возле машины с трупом раздался хлопок , о природе которого пока ничего неизвестно . Личность мужчины , которого нашли в салоне машины , не установлена . Также полицейские пока ничего не говорят о предположительной причине его смерти . Полиция Ставропольского края накануне обнаружила еще два автомобиля с трупами . Их нашли в станице Зольской Кировского района . В салонах ВАЗ-2105 и ВАЗ-2107 находились два местных жителя 1984 и 1987 года рождения . От чего они скончались , не сообщается . ",O LOC LOC O CRI O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O LOC LOC LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O
93,20130806cirk,"В Новокузнецке в ходе обыска покончил с собой артист гастролирующего цирка . Об этом 6 августа сообщается на сайте Следственного комитета РФ . Обыск в комнате 27-летнего артиста проводился 5 июля . В какой-то момент мужчина выпрыгнул с пятого этажа . Участники обыска вызвали скорую помощь , но медики не смогли спасти артиста . По информации « Газеты Кемерова » , обыск проводился в рамках дела об убийстве хозяина частного дома на Магнитогорской улице . В комнате присутствовали оперативники , следователь , администратор гостиницы « Дом артистов цирка » и двое понятых . Перед суицидом артист в течение часа молчал и курил . Издание « Сiбдепо » сообщает , что погибший работал в цирке « Империя львиц » помощником дрессировщика медведей . Анонсируя гастроли цирковой группы , телеканал « Ново-ТВ » передавал: « Волшебное цирковое шоу с гимнастами , акробатами , велофигуристами и экзотическими дрессированными животными приехало с гастролями в южную столицу Кузбасса » . ",O LOC O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
94,20150403banana_cocaine,"Полиция Чехии обнаружила в грузе бананов рекордную партию кокаина — более 100 килограммов наркотика . Об этом сообщает Associated Press . Фрукты предназначались для одного из местных супермаркетов . По словам представителя отдела полиции по борьбе с наркомафией Барборы Кудлаковой ( Barbora Kudlackova ) , на черном рынке стоимость изъятого наркотика составила бы около 40 миллионов долларов . Из какой страны были доставлены бананы , не уточняется . Другие подробности операции сотрудники полиции также отказались сообщать . Кудлакова добавила , что эта партия побила прежний рекорд . В 1999 году обнаружили 117 килограммов кокаина . За последние несколько лет большие партии кокаина в фруктах неоднократно обнаруживали в Дании и Германии . В январе 2014 года в магазинах торговой сети Aldi обнаружили около 140 килограммов этого наркотика в ящиках из-под бананов . Стоимость кокаина оценивалась в пять миллионов евро . Его ввезли в Германию из Южной Америки . ",O LOC O O O O O O CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O LOC O O DAT DAT DAT O O O O LOC O O O O O O O O O O O O CRI O O O O O O O O O LOC O LOC LOC O
95,20130406cologne,"Директор детского сада в Кельне , которого захватил в заложники вооруженный ножом мужчина , освобожден . Об этом в пятницу сообщают немецкие СМИ . Осада детского учреждения в районе Корвайлер на севере города длилась почти весь день . Мужчина ворвался в детсад рано утром , и только около 19:00 по местному времени ( 21:00 по московскому ) полиция штурмовала здание , ранила злоумышленника и вывела заложника . Он получил незначительные травмы . Мужчина требовал деньги и машину , на которой мог бы скрыться , рассказали в полиции . При этом о какой сумме шла речь , не уточнялось . Мотивы преступления пока не ясны . По некоторым данным , мужчина не смог устроить в сад своего ребенка . Издание Bild пишет , что 51-летнего директора в заложники захватил 47-летний житель Кельна Мехмет Д . Никто из воспитанников детского сада не пострадал . В связи с пасхальными каникулами в заведении находились лишь 17 детей вместо обычных 80 . Воспитатели быстро вывели их на улицу . ",O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O LOC O LOC LOC O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
96,20131105smolensky,"Московская полиция при поддержке ОМОН проводит обыски в офисах Смоленского банка . Об этом 5 ноября сообщается на сайте Главного управления МВД по Москве . Обыски связаны с расследованием уголовного дела о незаконной банковской деятельности ( статья 172 УК РФ ) . Как уточняют в полиции , речь идет о незаконном обналичивании средств через расчетные счета фиктивных организаций « за определенный процент от суммы перевода » . В ходе обысков планируется выяснить , причастны ли сотрудники банка к совершению этого преступления . Дело было возбуждено против неустановленных лиц в октябре 2013 года . Статья 172 УК РФ ( незаконная банковская деятельность ) предусматривает лишение свободы сроком до семи лет и штраф в размере до одного миллиона рублей . Смоленский банк был основан в 1992 году . Первый филиал в Москве открылся три года спустя . По данным « Интерфакса » , по итогам трех кварталов 2013 года Смоленский банк занимает 125-е место в России по размеру активов . ",O O O O O O O O O OFF OFF O O O DAT DAT O O O O O O O LOC O O O O O O O O CRI CRI CRI O O O O O O O O O O O O O O O CRI CRI CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF OFF O O O O O O O O O LOC O O O O O O O O O O O O O O O DAT TDA OFF OFF O O O O O O O O O
97,20140309rgd5,"Один из участников массовой драки , которая произошла в рабочем поселке Тугулым Свердловской области в ночь на воскресенье , бросил в оппонентов ручную осколочную наступательную гранату РГД-5 . В результате инцидента пострадали 14 человек , сообщается на сайте Следственного комитета РФ . Конфликт между двумя группами молодых людей начался в кафе « Каспий » на улице Ленина и продолжился на улице . Точное число граждан , находившихся в кафе и участвовавших в драке , как и ее причины , пока не известны . Кто именно из дерущихся применил гранату , также пока не установлено . По данным « Интерфакса » , ссылающегося на представителя пресс-службы местного управления МВД , семеро из 14 пострадавших – женщины . Трое раненых находятся в тяжелом состоянии . Что касается материального ущерба , – ударной волной выбиты стекла в кафе . Следствие рассматривает две версии случившегося – хулиганский мотив либо внезапно возникший конфликт в ходе ссоры на почве распития спиртного . ",O O O CRI CRI O O O O O O LOC LOC LOC O O O O O O O O O O O O O O O O O O SUF SUF O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O  O O O O O O O O O O O O O O O O O O O
98,20130202jamo,"Подмосковная полиция возбудила уголовное дело по факту обнаружения наркотиков , изъятых при задержании « вора в законе » Джемала Микиладзе по кличке « Джемо » , сообщает РИА Новости . Микиладзе был задержан 1 февраля в частном доме в деревне Солослово Одинцовского района Подмосковья . Операция проводилась местными полицейскими совместно с ФСБ . Среди прочего в помещении были две гранаты РГД , а также 4-5 граммов порошка бурого цвета . По словам источника агентства в правоохранительных органах , экспертиза установила , что в указанном веществе находилось 0 , 37 грамма кокаина . В связи с этим было возбуждено уголовное дело за незаконное приобретение и хранение наркотических средств . Джемал Микиладзе , уроженец Южной Осетии , 1975 года рождения , считается одним из врагов « вора в законе » Аслана Усояна ( « Деда Хасана » ) . Усоян был убит 16 января на выходе из ресторана в центре Москвы . По одной из версии СМИ , заказчиком убийства Деда Хасана мог выступить именно Джемо . ",O O O O O O O O O O O O O O O O O O OFF OFF O O O OFF O O O O O O OFF O O DAT DAT O O O O LOC LOC LOC LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI CRI O CRI CRI CRI O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF SUF O O O OFF O
99,20130404kutigin,"В отношении бывшего замгубернатора Краснодарского края Эдуарда Кутыгина возбудили дело о хищении девяти миллионов рублей . Об этом 4 апреля сообщает РИА Новости . По версии следствия , Кутыгин совершил хищение , когда был директором ульяновского филиала Россельхозбанка . Он с февраля 2009 года по июнь 2010 года выдавал одному из сотрудников премии , которые затем отбирал и присваивал . Ранее фигурантом уголовного дела стал Сергей Давыдов , возглавивший ульяновский филиал Россельхозбанка после Кутыгина , а затем тоже перешедший на работу в Краснодарский край . Давыдова подозревают в хищении двух миллионов рублей . Кутыгин занимал должность заместителя губернатора — министра сельского хозяйства и перерабатывающей промышленности до 20 марта 2012 года . Первые сообщения о том , что против него возбудили дело , появились в СМИ 2 апреля . Однако тогда подробности дела не раскрывались , и журналисты предполагали , что Кутыгин просто стал вторым фигурантом дела Давыдова . ",O O O O LOC LOC OFF OFF O O O CRI O O O O O O DAT DAT O O O O O O O O OFF O CRI O O O O O O O O O DAT DAT DAT O DAT DAT DAT O O O O O O O O O O O O O O O O O OFF OFF O O O O O O OFF O O O O O O O O LOC LOC O OFF O O CRI O O O O OFF O O O O O O O O O O O O DAT DAT DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O OFF O
